show_id,titulo,tipo,plataforma,director,elenco,pais,fecha_agregado,anio_lanzamiento,clasificacion,duracion,genero,descripcion,puntaje
netflix_s81,Firedrake the Silver Dragon,Movie,Netflix,Tomer Eshed,"Thomas Brodie-Sangster, Felicity Jones, Freddie Highmore, Patrick Stewart, Meera Syal, Sanjeev Bhaskar, Nonso Anozie",,2021-09-10,2021,TV-Y7,93.0,Children & Family Movies,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",
appletv_ts320127,Surfside Girls,TV Show,Apple TV+,,"Miya Cech, YaYa Gosselin, Spencer Hermes-Rebello",US,2022-01-01,2022,TV-G,1.0,thriller,Quick wits lead to daring discoveries for beachside besties Sam and Jade as they sleuth out supernatural mysteries in their sleepy hometown of Surfside. Based on the best-selling young adult graphic novels.,6.5
prime_s8035,Hey Jude,Movie,Prime Video,Shyamaprasad,"Nivin Pauly, Trisha Krishnan, Siddique, Neena Kurup",,,2018,13+,137.0,Romance,"Two odd ball characters, a youngster named Jude and the other, a talented singer named Crystal. When these two characters come together, their lives undergo several changes, leading to love, self-discovery, healing and transformation.",
prime_s953,Solar Flare,Movie,Prime Video,Max Ksjonda,"Arsen Shavlyuk, Volodymyr Rashuk, Ivanna Borodai",,,2020,13+,101.0,Kids,"12-year-old dreamer Vlad accidentally gets caught in a conflict between two alien forces. Together with an electric transformer box The Bobot, a brave girl and an eccentric scientist he has to save the world from a global catastrophe.",
prime_s1,The Grand Seduction,Movie,Prime Video,Don McKellar,"Brendan Gleeson, Taylor Kitsch, Gordon Pinsent",Canada,2021-03-30,2014,,113.0,Comedy,"A small fishing village must procure a local doctor to secure a lucrative business contract. When unlikely candidate and big city doctor Paul Lewis lands in their lap for a trial residence, the townsfolk rally together to charm him into staying. As the doctor's time in the village winds to a close, acting mayor Murray French has no choice but to pull out all the stops.",
netflix_s6337,Blood Father,Movie,Netflix,Jean-François Richet,"Mel Gibson, Erin Moriarty, Diego Luna, Michael Parks, William H. Macy, Miguel Sandoval, Dale Dickey, Richard Cabral, Daniel Moncada, Ryan Dorsey",France,2020-03-26,2016,R,88.0,Action & Adventure,An ex-convict and estranged father finds the chance to prove himself when his daughter seeks his help shaking off a dangerous group of drug dealers.,
netflix_s8801,Zindagi Gulzar Hai,TV Show,Netflix,,"Sanam Saeed, Fawad Khan, Ayesha Omer, Mehreen Raheel, Sheheryar Munawar, Samina Peerzada, Waseem Abbas, Javed Sheikh, Hina Khawaja Bayat",Pakistan,2016-12-15,2012,TV-PG,1.0,International TV Shows,"Strong-willed, middle-class Kashaf and carefree, wealthy Zaroon meet in college, but before love can take root, they each have some growing up to do.",
prime_s5555,Twilight,Movie,Prime Video,Robert Benton,"Paul Newman, Susan Sarandon, Gene Hackman, James Garner, Stockard Channing, Reese Witherspoon, Giancarlo Esposito, Liev Schreiber, Margo Martindale, John Spencer",United States,,1998,R,94.0,Drama,"In this urban detective thriller, Private eye Harry Ross (Paul Newman) lives in the garage of his movie-star friend suffering from cancer, Jack (Gene Hackman) and is attracted to Jack's wife Catherine (Susan Sarandon). However, Harry is drawn into a blackmail scheme that threatens to shatter all their lives.",
hbomax_ts311296,The Craftsman,TV Show,HBO Max,,Eric Hollenbeck,US,2021-01-01,2021,,2.0,reality,"Master craftsman and woodworker Eric Hollenbeck is in the restoration business, taking historic homes and forgotten treasures around his hometown of Eureka, California, and giving them new life.",8.5
netflix_s319,Shiny_Flakes: The Teenage Drug Lord,Movie,Netflix,"Eva Müller, Michael Schmitt",Maximilian Schmidt,,2021-08-03,2021,TV-MA,97.0,Documentaries,"Max S. reveals how he built a drug empire from his childhood bedroom in this story that inspired the series ""How to Sell Drugs Online (Fast).""",
prime_s4706,Zaki Chan,Movie,Prime Video,Wael Ihsan,"Ahmed Helmy, Yasmin Abdulaziz",Egypt,,2005,7+,109.0,Comedy,"Trouble follows Zaki wherever he goes, until he finds out that his father's boss needs a bodyguard for his kids and he decides to apply for the job even though he doesn't really fit the requirements.",
netflix_s2322,George Lopez: We'll Do It For Half,Movie,Netflix,Troy Miller,George Lopez,United States,2020-06-30,2020,TV-MA,52.0,Stand-Up Comedy,"Comedian George Lopez tackles the future and the past of Latinx culture in America, touching on immigration, his tough relatives, aging and much more.",
netflix_s2465,Grandmother's Farm Part 2,Movie,Netflix,Ahmed Zein,"Mansour Al Felei, Saeed Al-Sheryani, Yaser Alneyadi, Khaled Al-Nuaimi, Abdullah Al Hamiri, Abdullah Al-Ramsi, Salama Almazrouei, Am Rashed, Aisha Al Suwaidi, Muhammed Murshed",United Arab Emirates,2020-05-28,2015,TV-14,80.0,Comedies,"After their haunting experience on a desert farm, a group of buddies escapes on a faraway getaway to seaside Fujairah — and right into more terror.",
netflix_s4902,The Clapper,Movie,Netflix,Dito Montiel,"Ed Helms, Amanda Seyfried, Tracy Morgan, Brenda Vaccaro, P.J. Byrne, Leah Remini, Mickey Gooch Jr., Adam Levine, Russell Peters, Alan Thicke",United States,2018-05-01,2017,R,90.0,Comedies,"A newcomer ekes out a living in LA as a professional audience member on infomercials, but life gets complicated when he's thrust into the spotlight.",
netflix_s1220,You're Everything To Me,Movie,Netflix,Tolga Örnek,"Tolga Çevik, Cengiz Bozkurt, Melis Birkan, Tuna Çevik",Turkey,2021-03-12,2016,TV-PG,107.0,Comedies,"When an old fling shows up with their infant child, a dallying man-child must take on the role of father and create a fairytale world for his daughter.",
prime_s7723,Mia meets Morgenrot,Movie,Prime Video,Martin Pfeil,"Ana Dordevic, Guido Drell, Tom von der Isar, Frederik Lenke, Gordana Heyden, Giulio Avise Caselli",,,2020,16+,102.0,Arthouse,"Mia, a young, attractive woman and mother starts to question the meaning of life due to external circumstances. She tries to escape into the virtual world of chats, where she meets „Morgenrot"" for the first time. It is the beginning of a journey through the unknown, where feelings don't emerge through physical contact, but through words. However, Mia's husband discovers her secret.",
hbomax_tm931957,Please Hold,Movie,HBO Max,K.D. Dávila,"Erick Lopez, Daniel Edward Mora, Doreen Calderon, Ruben Dávila",US,2020-01-01,2020,R,18.0,scifi,"A young man’s life is suddenly and inexplicably derailed, as he finds himself at the mercy of automated ‘justice’.",7.9
prime_s7569,Lotus Cup Europe Championship,TV Show,Prime Video,,,,,2021,TV-Y7,1.0,Documentary,"Fast paced racing from these immaculately prepared race cars, The Lotus Cup Europe is a large grid of multi-class machines who battle it on some of the best Circuits in Europe",
prime_s4310,Stinger,Movie,Prime Video,Martin Munthe,"Jordi Almeida, Casey Clark, James Cagnard, Richard Froelich, Tom Huntington, Michelle Meadows",,,2005,R,99.0,Action,"For nearly two months, the USS Newark, carrying an experimental, top-secret military cargo, has been lost at sea. When the sub is finally discovered sixty miles off the coast of California, the government, eager to regain the lost cargo, assembles a highly-accomplished salvage team, accompanied by Dr. Carly Ryan - head of the original project - and her assistant.",
prime_s3460,45 Minutes In South America,Movie,Prime Video,Mark Knight,,,,2012,ALL,45.0,Special Interest,"Naturally beautiful, this spectacular video without narration or music-just natural sounds and sights captured in full HD on location. Visit Sugarloaf Tram Rio de Janeiro, Vidigal Beach Brazil, Laja River Tributary Antuco Valley Chile, Lala Lake National Park Chile, Avenida del Liberador, National Congress Buenos Aires, Igauzu Falls, Ponte Octavio Frias de Oliveria Sa Paulo Brazil and more.",
prime_s3316,Alley Cat,Movie,Prime Video,"Victor M. Ordonez, Ed Palmos (as Edward Victor), Al Valletta","Karin Mani, Robert Torti, Britt Helfer, Michael Wayne, Jon Greene, Jay Fisher, Claudia Decea, Tim Cutt, Jay Walker, Moriah Shannon",,,1970,R,83.0,Action,"Billie Clark is twenty, smart and pretty. She's also a black belt in karate. When the young woman beats up a gang of thugs trying to steal her tires, they retaliate by murdering her grandparents. She vows to see justice done and avenge their deaths.",
netflix_s6821,Gabru: Hip Hop Revolution,TV Show,Netflix,,"Amol Parashar, Harleen Sethi, Chaitanya Sharma, Priya Malik, Pratik Dixit",India,2018-06-01,2018,TV-14,1.0,International TV Shows,"Three young, aspiring Indian rappers make their way in a cutthroat music industry, dreaming of fame, stardom and ultimate hip-hop domination .",
netflix_s8636,True Grit,Movie,Netflix,Henry Hathaway,"John Wayne, Glen Campbell, Kim Darby, Jeremy Slate, Robert Duvall, Dennis Hopper, Alfred Ryder, Strother Martin, Jeff Corey",United States,2020-01-01,1969,G,128.0,Classic Movies,Teenage tomboy Mattie Ross enlists the help of crusty lawman Rooster Cogburn to track down the hired hand who murdered her father.,
prime_s3032,Blockbusters with Bill Cullen,TV Show,Prime Video,,Bill Cullen,,,1981,TV-G,1.0,Unscripted,Question and answer game with two players against a single player in a race to connect boxes from one side of the game board to the other.,
netflix_s1200,Savages,Movie,Netflix,Oliver Stone,"Taylor Kitsch, Aaron Taylor-Johnson, Blake Lively, John Travolta, Benicio Del Toro, Salma Hayek, Demián Bichir, Sandra Echeverría, Emile Hirsch, Joaquín Cosío, Ali Wong",United States,2021-03-16,2012,R,131.0,Dramas,"With the help of a shady DEA agent, two weed entrepreneurs take on a merciless cartel leader who wants in on their business and kidnaps their lover.",
netflix_s1072,Motu Patlu in Hong Kong: Kung Fu Kings 3,Movie,Netflix,Suhas Kadav,"Saurav Chakraborty, Sankalp Rastogi, Anamaya Varma, Aditya Raaj, Manoj Pandey",,2021-04-13,2017,TV-Y7,84.0,Children & Family Movies,"With a dangerous villain to defeat in Hong Kong, Motu takes his martial arts skills to the next level, training with a boneless master to face the foe.",
netflix_s4327,The Sound of Your Heart: Reboot,TV Show,Netflix,,"Sung Hoon, Kwon Yuri, Tae Hang-ho, Joo Jin-mo, Shim Hye-jin, Ji Su-won, Park Cheol-min, Kim Seong-won, Kang Yoon, Seo Eun-ah, Bae Yoon-kyung",South Korea,2018-12-03,2018,TV-14,2.0,International TV Shows,"Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast.",
disney_ts21313,Sonny with a Chance,TV Show,Disney+,,"Demi Lovato, Allisyn Ashley Arm, Tiffany Thornton, Sterling Knight",US,2009-01-01,2009,TV-G,3.0,comedy,"Allison ""Sonny"" Munroe makes the leap from the Midwest to Los Angeles to join the cast of ""So Random!,"" the most popular sketch comedy TV show for kids and tweens. Her fellow young actors are resident teen queen Tawni, super suave Nico, gregarious funnyman Grady and quirky Zora. Now Sonny must somehow balance these new friendships while adjusting to her family's decidedly different way of life in Hollywood. Meanwhile, Sonny must also contend with heartthrob Chad Dylan Cooper, star of the rival show ""MacKenzie Falls,"" who makes it known that he thinks his dramatic work is better than her comedy career.",6.0
netflix_s2273,Drishyam,Movie,Netflix,Nishikant Kamat,"Ajay Devgn, Shriya Saran, Tabu, Rajat Kapoor, Ishita Dutta, Mrunal Jadhav, Prasanna Ketkar, Yogesh Sonam, Prathamesh Parab, Rishabh Chaddha",India,2020-07-05,2015,TV-14,162.0,Dramas,An unexceptional man becomes a murder suspect when the son of a high-ranking police official who harassed his daughter goes missing.,
netflix_s1617,Monster House,Movie,Netflix,Gil Kenan,"Mitchel Musso, Sam Lerner, Spencer Locke, Steve Buscemi, Kathleen Turner, Jason Lee, Jon Heder, Maggie Gyllenhaal, Catherine O'Hara, Fred Willard, Nick Cannon, Kevin James",United States,2020-12-01,2006,PG,91.0,Children & Family Movies,"A trio of friends sets out to expose the terrors of a vacant neighborhood house, which appears to have a craving for people — and a life of its own.",
prime_s1124,Runaway Squad,TV Show,Prime Video,,,,,2010,TV-14,1.0,TV Shows,"Former NYPD detective Joe Mazzilli leads a team of private investigators – real-life superheroes, some call them – who track runaways with the hope of reuniting them with their families.",
netflix_s7776,Power Rangers Samurai: Clash of the Red Rangers,Movie,Netflix,,"Alex Heartman, Erika Fong, Hector David Jr., Najee De-Tiege, Brittany Anne Pirtle, Rene Naufahu",United States,2016-01-01,2011,TV-Y7,46.0,Children & Family Movies,The Samurai Rangers team up with the RPM Ranger Red to fight off Master Xandred's Mooger army and a robotic villain from the RPM Ranger's dimension.,
netflix_s5665,3 Türken & ein Baby,Movie,Netflix,Sinan Akkuş,"Kostja Ullmann, Eko Fresh, Kida Khodr Ramadan, Sabrina Klüber, Sami Nasser, Kayla Rybicka, Jytte-Merle Böhrnsen, Emrah Erdogru, Tim Grothe, Hülya Duyar",Germany,2016-12-15,2015,TV-MA,93.0,Comedies,The lives of three dissatisfied brothers running a family bridal shop turn topsy-turvy when one of them has to care for his ex-girlfriend's baby.,
prime_s6957,I Am Love (English Subtitled),Movie,Prime Video,Luca Guadagnino,"Tilda Swinton,  Flavio Parenti,  Edoardo Gabbriellini,  Alba Rohrwacher",,,2010,R,119.0,Drama,"At the heart of the wealthy Recchi family is Tancredi Recchi's wife Emma (Tilda Swinton), whose existence is shocked to the core when she embarks on a passionate love affair that will change her family forever.",
prime_s3462,4/20 Massacre,Movie,Prime Video,Dylan Reynolds,"Jamie Bernadette, Vanessa Rose Parker, Stacey Danger, Justine Wachsberger, Marissa Pistone, Jim Storm, James Gregory, Mark Schroeder, Drew Talbert, Jim Round",,,2018,16+,85.0,Action,"Over 4/20 weekend, five young women decide to celebrate their friend's birthday by taking a camping trip to a secluded part of a nearby national park. However, their fun is quickly snubbed out when they stumble upon an illegal marijuana grow operation hidden in the greenery and protected by a bloodthirsty maniac.",
hbomax_tm814962,Havana Street Party Presents Orishas,Movie,HBO Max,,,,2019-01-01,2019,,69.0,,"Three-time Grammy-nominated(R) Orishas mix hip-hop and traditional Caribbean sounds to perfection. In this exclusive music special, the trio perform in their native Cuba for an electrifying Havana Street Party at the city’s riverside amphitheater in Parque Almendares, on a tropical spring night.",
disney_tm137650,The Haunted Mansion,Movie,Disney+,Rob Minkoff,"Eddie Murphy, Marsha Thomason, Terence Stamp, Nathaniel Parker",US,2003-01-01,2003,PG,88.0,thriller,"Workaholic Jim Evers and his wife/business partner Sara get a call one night from  a mansion owner, Edward Gracey, who wants to sell his house. Once the Evers family arrive at the mansion, a torrential thunderstorm of mysterious origin strands them with the brooding, eccentric Gracey, his mysterious butler, and a variety of residents both seen and unseen.",5.1
prime_s8270,Sahara,Movie,Prime Video,Andrew V. McLaglen,"Brooke Shields, John Rhys-Davies, Horst Buchholz",,,1984,13+,106.0,Action,"Intent on winning a competition in place of her distinguished late father, beautiful young heiress Dale takes on the guise of a man and competes in his spot, embarking on a car race that crosses the unforgiving Sahara desert.",
netflix_s8138,Swami Baba Ramdev: The Untold Story,TV Show,Netflix,,"Naman Jain, Kranti Prakash Jha, Tej Sapru, Chetan Pandit, Hitesh Bhardwaj, Sadhil Kapoor",,2018-05-01,2018,TV-14,1.0,International TV Shows,"Born into poverty and denied an education, a village boy overcomes society’s obstacles to become India’s foremost spiritual guru, revered by millions.",
hbomax_tm87404,Everyday People,Movie,HBO Max,Jim McKay,"Jordan Gelber, Bridget Barkan, Stephen McKinley Henderson, Sydnee Stewart",US,2006-01-01,2006,,91.0,drama,The closing of a local restaurant concerns a number of employees who've dedicated their lives to the eatery,6.5
prime_s7818,Defendor,Movie,Prime Video,Peter Stebbings,"Woody Harrelson, Elias Koteas, Michael Kelly, Sandra Oh, Kat Dennings",,,2010,R,101.0,Comedy,"Despite lacking any actual superpowers, Arthur Poppington transforms himself into the costumed vigilante Defendor. But danger beckons when our hero tries to protect a young prostitute from an assailant who turns out to be a corrupt undercover cop.",
prime_s484,The Pop Ups: Great Pretenders Club,Movie,Prime Video,The Pop Ups,,,,2015,ALL,30.0,Kids,"A collaboration between Brooklyn musicians Jason Rabinowitz and Jacob Stein, The Pop Ups have been setting the standard for children's music since 2010. The two-time GRAMMY Award nominees for Best Children's Album go on an adventure to become part of the Great Pretenders Club in this unique and imaginative rock and roll puppet musical featuring live action and animation.",
prime_s1643,Mo Mandel: Negative Reinforcement,Movie,Prime Video,Steven Feinartz,Mo Mandel,,,2016,,66.0,Arts,"Mo Mandel takes the stage in his first hour-long special at the Gothic Theater in Denver. He loves Julia Iglesias, hates positive people, and aims his frenetic laser at everything from the sins of his parents, to the perils of sex, to the dark nature of his own disastrous mind.",
prime_s7429,A Fighting Man,Movie,Prime Video,Damian Lee,"Dominic Purcell, Louis Gossett Jr., James Caan",,,2014,R,88.0,Action,"Haunted by a tragic past, undefeated washed up boxer Sailor O'Connor (Dominic Purcell) is a broken man. When a fluke opportunity arises to step back in the ring, he takes it. Not knowing when to throw in the towel, Sailor must face his personal demons or die trying to stay on his feet throughout a bloody, brutal beating in the ring.",
netflix_s488,The Cook of Castamar,TV Show,Netflix,,"Michelle Jenner, Roberto Enríquez, Hugo Silva, Maxi Iglesias, María Hervás, Agnès Llobet, Paula Usero, Jean Cruz, Óscar Rabadán, Fiorella Faltoyano, Nancho Novo, Silvia Abascal, Mónica López",,2021-07-09,2021,TV-MA,1.0,International TV Shows,"In 1720 Madrid, a talented cook catches the eye of a widowed duke just as he returns to aristocratic society. Based on the novel by Fernando J. Múñez.",
netflix_s5506,Loev,Movie,Netflix,Sudhanshu Saria,"Shiv Pandit, Dhruv Ganesh, Siddharth Menon, Rishabh Chaddha",India,2017-05-01,2015,TV-MA,89.0,Dramas,Lives are upended when a hiking trip leads a Wall Street hotshot to explore his true feelings for an old pal who’s disenchanted with his boyfriend.,
netflix_s4639,Ingobernable,TV Show,Netflix,,"Kate del Castillo, Eréndira Ibarra, Alberto Guerra, Erik Hayser, Luis Roberto Guzmán, Álvaro Guerrero, Aida López, Fernando Luján, Maxi Iglesias, Marianna Burelli, Maria del Carmen Farías, Tamara Mazarraza, Marina de Tavira, Marco Antonio Treviño, Alicia Jaziz, Harold Torres, Alessio Valentini, Diego Cadavid, Hernán Del Riego",Mexico,2018-09-14,2018,TV-MA,2.0,Crime TV Shows,"The first lady of Mexico is a woman of conviction and ideals. But when she loses faith in her husband, she'll need all her strength to uncover the truth.",
prime_s7133,Resentment,Movie,Prime Video,Natalia Shaufert,"Dana Ciobanu, Mircea Marco, Iurie Radu, Ana Tkacenko, Anatol Durbalã",,,2019,16+,95.0,Action,"At the age of 30, Galina is looking for love, but meets a good soldier only for war.",
prime_s8366,Boycie in Belgrade,Movie,Prime Video,Lazar Vukovic,John Challis,,,2021,ALL,79.0,Comedy,"Join John Challis on his journey to Belgrade, Serbia, where he aims to uncover why 'Only Fools and Horses' is so popular in the country. From a Royal Palace, to a brandy distillery. A must watch for any fan of Only Fools and Horses.",
hbomax_tm10527,The Music Man,Movie,HBO Max,Morton DaCosta,"Robert Preston, Shirley Jones, Buddy Hackett, Ron Howard",US,1962-01-01,1962,G,151.0,romance,"A con man comes to an Iowa town with a scam using a boy's marching band program, but things don't go according to plan.",7.7
hbomax_tm20441,"Dude, Where's My Car?",Movie,HBO Max,Danny Leiner,"Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff",US,2000-01-01,2000,PG-13,84.0,comedy,Two stoners wake up after a night of partying and cannot remember where they parked their car.,5.5
prime_s8247,The Long Island Incident,Movie,Prime Video,Joseph Sargent,"Laurie Metcalf, Mackenzie Astin",,,1998,16+,92.0,Drama,"On December 7, 1993, a gunman opened fire in a crowded commuter train on Long Island. This fact-based story focuses on the events that swell around Carolyn McCarthy, a woman whose husband is killed and her 26 year old son is severely wounded in the massacre. The result is she is forced out of her comfortable suburban existence and she becomes an out-spoken crusader against assault weapons.",
prime_s458,The Secret Life of Us,TV Show,Prime Video,,"Deborah Mailman, David Tredinnick, Samuel Johnson, Michael Dorman, Sullivan Stapleton, Brooke Harman, Stephen Curry, Anna Torv, Nicholas Coghlan, Alexandra Schepisi, Rhys Muldoon, Vince Colosimo, Diana Glenn, Ryan Johnson",,,2006,13+,4.0,Drama,"The Secret Life Of Us is an Australian drama revolving around the lives of the residents of an apartment block in an urban suburb of Melbourne. It follows the characters through some of life's most complex journeys, as they search for themselves in their work, social and family lives, always following one simple rule: all roads lead back to your friends.",
netflix_s3986,The Dirt,Movie,Netflix,Jeff Tremaine,"Douglas Booth, Iwan Rheon, Colson Baker, Daniel Webber, David Costabile, Pete Davidson",United States,2019-03-22,2019,TV-MA,108.0,Comedies,"In this unflinching biopic based on Mötley Crüe's best-selling book, four LA misfits navigate the monster highs and savage lows of music superstardom.",
prime_s8938,3 Pints and a Rabbi,Movie,Prime Video,Richard J. Perry,"Amanda Abbington, Michael Maloney, Jordan Stephens, Hannaj Bang Bendz",,,2021,18+,73.0,Comedy,"When three dazed and confused strangers wake up in a pub to a dead woman lying on the table with three hefty chunks of flesh missing, they must figure out what happened to her in order to ensure they don't meet the same fate.",
disney_tm945431,Black Beauty,Movie,Disney+,Ashley Avis,"Kate Winslet, Mackenzie Foy, Iain Glen, Calam Lynch",GB,2020-01-01,2020,PG,110.0,drama,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",6.4
prime_s6142,I Was Not Ready Da (4K UHD),Movie,Prime Video,Aravind SA,Aravind SA,,,2020,16+,77.0,Arts,"Imagine 2 flowers pollinating onscreen for an hour, that's 'SA's- I Was Not Ready Da,' a show for the whole family; to watch separate separately! From his teenage love for white people and chatrooms and socialist strip club visits in the U.S., to shocking Sanskrit tutors and provoking news anchors in their own shows, SA narrates hilarious tales.",
prime_s2165,Hunted,TV Show,Prime Video,,Jonathan Smith,,,2019,13+,4.0,Action,The opening scene of Hunted Series 4 sees the crack squad of Hunters launch a helicopter to track a boat off the northwest coast of the UK. The vessel is heading at speed towards Liverpool docks carrying six teams of fugitives determined to evade capture for the next 25 days.,
prime_s7424,Answers to Nothing,Movie,Prime Video,Matthew Leutwyler,"Miranda Bailey, Julie Benz, Dane Cook, Zach Gilford, Kali Hawk, Mark Kelly, Elizabeth Mitchell, Erik Palladino, Vincent Ventresca, Aja Volkman, Barbara Hershey",,,2011,R,124.0,Drama,"Starring Dane Cook, Answers to Nothing tells the interweaving stories of several Los Angelenos trying to do the right thing against the backdrop of a missing girl case.",
netflix_s4383,Cam,Movie,Netflix,Daniel Goldhaber,"Madeline Brewer, Patch Darragh, Melora Walters, Devin Druid, Imani Hakim, Michael Dempsey, Flora Diaz, Samantha Robinson, Jessica Parker Kennedy, Quei Tann",United States,2018-11-16,2018,TV-MA,95.0,Horror Movies,"After a look-alike takes over her account, a cam girl with a growing fan base sets out to identify the mysterious culprit and reclaim her own identity.",
netflix_s4864,Ali Wong: Hard Knock Wife,Movie,Netflix,Jay Karas,Ali Wong,United States,2018-05-13,2018,TV-MA,64.0,Stand-Up Comedy,"Two years after the hit ""Baby Cobra,"" Ali Wong is back with another baby bump – and a torrent of hilarious truths about marriage and motherhood.",
prime_s6943,Seven,Movie,Prime Video,"Mitchell Slan, Xavier Price","Glennellen Anderson, Taylor-Grace, Xavier Price, Mitchell Slan, Alex O'Neill, Nicholas S. Miller, Adrian Mauro, Johnson Marquarius",,,2017,18+,43.0,Horror,"Six individuals take part in an upcoming film production. When they arrive on set, the rest of the cast and crew are nowhere to be found. Puzzled and confused, they quickly learn things aren't what they seem. A simple call time turns into a fight for survival as they are trapped by an unknown force that reveals their 7 deadly sins. Terrifying found footage horror film made in the United States.",
hbomax_tm1000681,Language Lessons,Movie,HBO Max,Natalie Morales,"Natalie Morales, Mark Duplass, Desean Terry, Christine Quesada",US,2021-01-01,2021,,91.0,drama,A Spanish teacher and her student develop an unexpected friendship.,7.1
netflix_s1473,Bobby Jasoos,Movie,Netflix,Samar Shaikh,"Vidya Balan, Ali Fazal, Supriya Pathak, Tanvi Azmi, Zarina Wahab, Kiran Kumar, Rajendra Gupta, Arjan Bajwa, Prasad Barve, Aakash Dahiya",India,2020-12-31,2014,TV-14,116.0,Comedies,"With unlimited determination and zero field experience, a small-town detective accepts a lucrative case from a mysterious – and suspicious – stranger.",
hbomax_tm170743,Another Country,Movie,HBO Max,Marek Kanievska,"Rupert Everett, Colin Firth, Michael Jenn, Robert Addie",GB,1984-01-01,1984,PG,90.0,drama,"In Moscow in 1983, an American journalist interviews Guy Bennett, who recalls his last year at public school, fifty years before, and how it contributed to him becoming a spy.",7.0
netflix_s3299,Wild District,TV Show,Netflix,,"Juan Pablo Raba, Cristina Umaña, Camila Sodi, Christian Tappán, Juan Fernando Sánchez, Juan Sebastián Calero, Paula Castaño, Nicolás Quiroga, Alina Lozano, Carolina Acevedo, Julio César Pachón, Roberto Cano",Colombia,2019-11-08,2019,TV-MA,2.0,Crime TV Shows,"After surrendering to Bogotá police, an ex-guerrilla avoids prison by working undercover to investigate a ruthless enforcer of government corruption.",
netflix_s4422,Aamir,Movie,Netflix,Raj Kumar Gupta,"Rajeev Khandelwal, Gajraj Rao, Shashanka Ghosh, Jhilmil Hazrika, Gazala Amin, Allauddin Khan",India,2018-11-01,2008,TV-14,95.0,International Movies,"In this high-tension thriller, an anonymous caller on a cell phone threatens to harm a man's family if he doesn't carry out every order.",
netflix_s1373,June & Kopi,Movie,Netflix,Noviandra Santosa,"Acha Septriasa, Ryan Delon, Makayla Rose Hilli, TJ",Indonesia,2021-01-28,2021,TV-PG,90.0,Children & Family Movies,"A street dog is taken in by a young couple, and the family pit becomes an instant accomplice as she adjusts to her new, loving home.",
disney_tm319189,The Kid Who Would Be King,Movie,Disney+,Joe Cornish,"Louis Ashbourne Serkis, Dean Chaumoo, Tom Taylor, Rhianna Dorris",GB,2019-01-01,2019,PG,120.0,fantasy,"Old-school magic meets the modern world when young Alex stumbles upon the mythical sword Excalibur. He soon unites his friends and enemies, and they become knights who join forces with the legendary wizard Merlin. Together, they must save mankind from the wicked enchantress Morgana and her army of supernatural warriors.",6.1
netflix_s4971,"Game Over, Man!",Movie,Netflix,Kyle Newacheck,"Adam DeVine, Anders Holm, Blake Anderson, Utkarsh Ambudkar, Aya Cash, Neal McDonough, Daniel Stern, Jamie Demetriou, Rhona Mitra, Sam Richardson, Steve Howey, Mac Brandt, Geno Segers, Roe Hartrampf",United States,2018-03-23,2018,TV-MA,102.0,Action & Adventure,Three buddies with big dreams go from underachieving slackers to badass warriors when their posh hotel is taken over by terrorists.,
prime_s8570,The Priest (Tamil),Movie,Prime Video,Jofin T. Chacko,"Mammootty, Manju Warrier, Ameya Mathew, Nikhila Vimal, Baby Monica",India,,2021,13+,145.0,Suspense,"Father Carmen, a priest, joins hands with the police to investigate a series of mysterious suicides. However, he soon stumbles upon a disturbing fact that has serious consequences.",
netflix_s6358,Bondi Rescue,TV Show,Netflix,,"Andrew Günsberg, Dean Gladstone, Bruce Hopkins, Trent 'Maxi' Maxwell, Andrew Reid, Ryan Clark, Chris Chapman, Anthony 'Harries' Caroll",Australia,,2016,TV-PG,1.0,Reality TV,"This reality series follows elite professional lifeguards on Sydney's Bondi Beach, as they take on everything from animal stings to criminals.",
netflix_s2883,The Arbitration,Movie,Netflix,Niyi Akinmolayan,"Adesua Etomi, O.C. Ukeje, Ireti Doyle, Sola Fosudo, Somkele Iyamah, Lota Chukwu, Gregory Ojefua, Beverly Naya, Bimbo Ademoye, Pius Fatoke",Nigeria,2020-02-26,2016,TV-MA,101.0,Dramas,An arbitration panel is formed after a company CEO in Nigeria is sued for wrongful dismissal and rape by an employee with whom he had an affair.,
prime_s7574,Faithful,Movie,Prime Video,Rolf Niklas Berggren,"Clarissa Hoffmann, Ellis Miller",,,2019,13+,14.0,Drama,"One day, Lauren finds her marriage to be in struggles. She tries at any costs to save her marriage, but the truth may not be as it seems.",
disney_tm460711,Free Guy,Movie,Disney+,Shawn Levy,"Ryan Reynolds, Jodie Comer, Joe Keery, Lil Rel Howery",US,2021-01-01,2021,PG-13,114.0,comedy,A bank teller called Guy realizes he is a background character in an open world video game called Free City that will soon go offline.,7.1
netflix_s4739,Becoming Champions,TV Show,Netflix,,,Mexico,2018-08-01,2018,TV-G,1.0,Docuseries,This series looks at the stories behind the athletes and countries that have achieved World Cup champion status.,
