show_id,titulo,tipo,plataforma,director,elenco,pais,fecha_agregado,anio_lanzamiento,clasificacion,duracion,genero,descripcion,puntaje
prime_s2134,Ice Princess Lily,Movie,Prime Video,Sven Unterwaldt,"Mackenzie Ziegler, Kristin Fairlie, Benedict Campbell, Kevin Dennis, Dan Petronijevic",,,2019,PG,89.0,Animation,"Lily, a fearless Ice Princess teams up with a young dragon named Tabaluga. Together they must stop an evil snowman and an army of polar bears from freezing over the entire world. Lily must inspire Tabaluga to unlock his potential and discover the fire that has always been within him",
prime_s6441,Under The Smoky Roof,Movie,Prime Video,Pouran Derakhshandeh,"Farhad Aslani, Merila Zare'i, Behnoosh Tabatabaei, Sahar Khazaeli, Laleh Marzban, Azita Hajian, Hesam Navab Safavi, Shahram Haghighat Doost, Nafiseh Roshan",,,2017,13+,111.0,Drama,"One day you look and see it seems nobody sees you, even your spouse! Look well, maybe ... The first one who didn't see you were you, yourself, under this smoky roof",
disney_tm989783,Chip 'n Dale: Rescue Rangers,Movie,Disney+,Akiva Schaffer,"Andy Samberg, John Mulaney, KiKi Layne, Will Arnett",US,2022-01-01,2022,PG,97.0,animation,"Decades since their successful television series was canceled, Chip has succumbed to a life of suburban domesticity as an insurance salesman. Dale, meanwhile, has had CGI surgery and works the nostalgia convention circuit, desperate to relive his glory days. When a former cast mate mysteriously disappears, Chip and Dale must repair their broken friendship and take on their Rescue Rangers detective personas once again to save their friend’s life.",7.0
prime_s568,The Legend Of Ben Hall,Movie,Prime Video,Matthew Holmes,,,,2017,,140.0,Action,"After two years on the run, bushranger Ben Hall considers surrendering to the law when his old friend John Gilbert entices him back into the game. Taking on fresh recruit John Dunn, the gang rides again, and before long they become the most wanted men in the country. When they are declared outlaws, the three decide to flee forever.",
disney_tm924794,India's Wild Leopards,Movie,Disney+,,"Sandesh Kadur, Mike New, Priya Singh",IN,2020-01-01,2020,,44.0,documentation,"India may be the land of the Tiger, but it is also home to masters of stealth that prowl the deepest of jungles and the highest of mountains. Journey to Ladakh in the Himalaya in search of Snow Leopards - the ghost of the mountains. Then venture into the realm of the smallest of big cats - the Clouded Leopard in the jungles of north east India. Wildlife Cameraman and National Geographic Fellow, Sandesh Kadur is on a mission to uncover their secretive lives.",
prime_s1403,OUT On Stage (The Series),TV Show,Prime Video,,"Zach Noe Towers, Brendan Scannell, Jared Goldstein, Raneir Pollard, Kyle Shire, Jonathan Rowell, Gloria Bigelow, Anthony Desamito, A.B. Cassidy, Jordan Pease, Chris Bryant, Joe Dosch, Casey Ley, Julian Michael, Irene Tu, Janine Brito, Eric Hahn, Daniel Webb",,,2018,18+,1.0,TV Shows,"OUT On Stage is THE absolutely hilarious and one of a kind, originally produced comedy hosted by Zach Noe Towers! See OUT Magazine's '1 of the 10 comedians to watch in 2018,' the comedian that Sarah Silverman calls, 'So, SO, SO Funny' and 17 other top rated Gay and Lesbian stand-up comedians discuss taboo subjects as only they can!",
netflix_s1996,The Devil All The Time,Movie,Netflix,Antonio Campos,"Tom Holland, Bill Skarsgård, Riley Keough, Robert Pattinson, Mia Wasikowska, Jason Clarke, Sebastian Stan, Haley Bennett, Harry Melling, Eliza Scanlen",United States,2020-09-16,2020,R,139.0,Dramas,Sinister characters converge around a young man devoted to protecting those he loves in a postwar backwoods town teeming with corruption and brutality.,
prime_s4693,Manchester by the Sea,Movie,Prime Video,Kenneth Lonergan,"Casey Affleck, Michelle Williams, Kyle Chandler, Lucas Hedges, Gretchen Mol, Matthew Broderick",United States,,2016,R,137.0,Drama,Casey Affleck leads an all-star cast in this acclaimed and poignant film about a solitary janitor whose life is transformed after he becomes the guardian of his 16-year-old nephew.,
prime_s2190,Hope Lost,Movie,Prime Video,David Petrucci,"Michael Madsen, Danny Trejo, Francesca Agostini",,,2016,,95.0,Drama,"A young girl, bored with her small-town, dreams of a more glamorous life. At a club, she meets Gabriel, who claims to be a TV producer and wants to cast her in a reality TV show in Italy. When she arrives, she realizes this is a ruse when she is sold to a pimp. Things take an even darker turn with the arrival of Ettore, a sadist who intends to torture her and another young woman in a snuff movie.",
netflix_s5585,Nila,Movie,Netflix,Selvamani Selvaraj,"Sruthi Hariharan, Vicky R",India,2017-03-01,2016,TV-MA,94.0,Dramas,"When a cabbie chances upon his childhood sweetheart, he tries to rekindle old feelings but finds that mature love is a more complicated matter.",
disney_tm137537,The Pied Piper,Movie,Disney+,Wilfred Jackson,"George Gramlich, Allan Watson, Marion Darlington, Harriette Haddon",US,1933-01-01,1933,,8.0,animation,"The people of Hamelin, overrun with rats, offer a bag of gold to anyone who can get rid of the rats. A piper offers to do the job, and successfully lures the rats into a mirage of cheese, which disappears. The citizens, disappointed that all he did was play a tune, offer only pocket change. The piper, angered, plays a new tune that has all the children of the city follow him, even the new twins the stork is preparing to deliver.",
netflix_s4255,Hashoter Hatov,TV Show,Netflix,,"Moshe Ivgy, Guy Loel, Yuval Semo, Yigal Adika, Avi Shnaidman, Vered Feldman, Liora Rivlin",Israel,2018-12-28,2015,TV-MA,1.0,Crime TV Shows,An honest – though overzealous – police officer strives to do good work while dealing with his bickering parents and incompetent coworkers.,
prime_s3946,VocabuLarry Episode 1,Movie,Prime Video,BabyFirst,,,,2012,ALL,31.0,Kids,"VocabuLarry learns new words in this block such as umbrella, guitar, telephone and more.",
disney_tm190553,Pooh's Grand Adventure: The Search for Christopher Robin,Movie,Disney+,Karl Geurs,"Jim Cummings, John Fiedler, Ken Sansom, Paul Winchell",US,1997-01-01,1997,G,76.0,animation,"Pooh gets confused when Christopher Robin leaves him a note to say that he has gone back to school after the holidays. So Pooh, Piglet, Tigger, Eeyore and Rabbit go in search of Christopher Robin which leads to a big adventure.",
netflix_s6825,Game Winning Hit,TV Show,Netflix,,"Lego Lee, Alice Ko, Afalean Lu, Tsai Chen-nan, Wang Chuan, Leiya Gao, Charlize Lin",Taiwan,2016-09-01,2009,TV-MA,1.0,International TV Shows,An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.,
netflix_s5956,Splatter,Movie,Netflix,Joe Dante,"Corey Feldman, Tony Todd, Tara Leigh, Erin Way, Mark Alan, Stuart Pankin",United States,2009-11-18,2009,TV-MA,29.0,Horror Movies,"After committing suicide, a washed-up rocker returns from the grave to torment the five people who betrayed him in life.",
netflix_s8355,The Hurricane Heist,Movie,Netflix,Rob Cohen,"Toby Kebbell, Maggie Grace, Ryan Kwanten, Ralph Ineson, Melissa Bolona, Ben Cross, Jamie Andrew Cutler",United Kingdom,2018-09-26,2018,PG-13,103.0,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,
netflix_s4862,Lupin the 3rd: The Castle of Cagliostro: Special Edition,Movie,Netflix,Hayao Miyazaki,"Yasuo Yamada, Kiyoshi Kobayashi, Eiko Masuyama, Makio Inoue, Goro Naya, Sumi Shimamoto, Taro Ishida, Kohei Miyauchi, Ichiro Nagai",Japan,2018-05-15,1979,PG-13,100.0,Action & Adventure,"Lupin, his sidekick, Jigen, and the samurai warrior Goemon set out to take over an evil counterfeit operation at Count Cagliostro's fortress.",
prime_s8272,Rise of the Chupacabras,Movie,Prime Video,Jonathan Mumm,"Jim Lane, Kevin Hale, Dan Leis, Rachel Sense, Loren Taylor",,,2003,18+,88.0,Horror,"During an investigation into the disappearance of a college co-ed, a detective is led to a nearby abandoned mine, where a Chupacabra monster lies in wait to kill all who cross its path.",
prime_s5439,No Strings,Movie,Prime Video,Rebecca Ugo,"Racheal Ihim, Daniel Lopez, Cristina Pop",,,2021,16+,81.0,Drama,"A young girl is saved from child trafficking but looses her mother in the process. She carries resentment and hate for the world, so she takes her anger into relationships. To avenge her mom's death, she goes on dates with guys specifically to break their hearts. This continues until she meets Caleb; an intern counselor who knows her because he has counseled the guys Jenny has meddled with.",
prime_s347,Thunder Alley (1967),Movie,Prime Video,Richard Rush,"Fabian, Annette Funicello",,,1967,7+,89.0,Action,"A race driver who is suspended after he kills another driver (due to a blackout) joins a demolition derby, regains his confidence and gets a sponsor in time for the race.",
prime_s2615,Downton Abbey,TV Show,Prime Video,,"Huge Bonneville, Michelle Dockery, Maggie Smith, Jim Carter, Robert James-Collier, Dan Stevens, Elizabeth McGovern",,,2016,TV-14,6.0,Drama,Discover the fates of the people of Downton as they face new challenges and begin forging different paths in a world experiencing dramatic change.,
prime_s8897,Rise of the Footsoldier: The Heist,Movie,Prime Video,Andrew Loveday,"Craig Fairbrass, Terry Stone, Roland Manookian",,,2020,18+,85.0,Action,"Fresh out of prison, Pat Tate can't stop brooding about the man who had him put away. Soon he's off to find Frank Harris and seek his revenge.",
prime_s8882,Cross Minds,TV Show,Prime Video,,"Abhimanyu Mahaveer, Rithikaa, Pruthvi",,,2021,13+,1.0,Action,"A tale of an ethical risk taker who wants to surprise his life partner, but a series of mysterious events drives him through an unethical venture.",
netflix_s7584,Night Comes On,Movie,Netflix,Jordana Spiro,"Dominique Fishback, Tatum Marilyn Hall, Nastashia Fuller, Angel Bismark Curiel, John Earl Jelks, Max Casella, James McDaniel, Cymbal Byrd",United States,2020-08-27,2018,TV-MA,87.0,Dramas,A teen fresh out of juvenile detention tries to rescue her sister from foster care in order to exact revenge on their father for their mother's murder.,
disney_tm26534,Roving Mars,Movie,Disney+,George Butler,"Paul Newman, Steve Squyres, Rob Manning, Charles Elachi",US,2006-01-01,2006,PG,39.0,documentation,Join the Mars rovers Spirit and Opportunity for an awe-inspiring journey to the surface of the mysterious red planet.,
netflix_s759,Feel Good,TV Show,Netflix,Ally Pankiw,"Mae Martin, Charlotte Ritchie, Lisa Kudrow, Sophie Thompson, Tom Andrews, Tobi Bamtefa, Phil Burgers, Ophelia Lovibond, Adrian Lukis, Ritu Arya, Ramon Tikaram",United Kingdom,2021-06-04,2021,TV-MA,2.0,Romantic TV Shows,"Stand-up comic Mae Martin navigates a passionate, messy new relationship with her girlfriend, George, while dealing with the challenges of sobriety.",
prime_s1489,Nicole Blaine: Life's A Bit,Movie,Prime Video,Mickey Blaine,"Nicole Blaine, Mickey Blaine, Tegan Blaine, Finnley Blaine",,,2020,18+,45.0,Arts,"Nicole Blaine, a thirty-something mother of two, follows her dream of being a stand-up comedian - by turning her daily motherhood fails into comedy bits on the stage. In this original stand-up comedy special, Nicole Blaine bribes her own real-life-children and husband to play the parts that they inspired for her jokes. They all suck so she has great material. After all, Life's a Bit*%",
prime_s7894,Family Reunion,Movie,Prime Video,Red Grant,"Red Grant, Reynaldo Rey, Bebe Drake",,,2003,PG-13,88.0,Comedy,"An innocent family reunion descends into chaos when simmering resentments rise to the surface. The families gather to grill, toss horseshoes, and catch up - but this year things seems to get particularly ugly. Despite doing their best to keep the peace, nothing seems to be able to slow the downward spiral of the usually jovial gathering.",
prime_s569,The Last Witness,Movie,Prime Video,Piotr Szkopiak,"Alex Pettyfer, Robert Wieckiewicz, Talulah Riley",,,2018,16+,93.0,Drama,"An ambitious young journalist uncovers the horrific slaughter of 22,000 Polish officers during the Second World War. A secret that has been kept hidden for far too many years.",
netflix_s222,"Bob Ross: Happy Accidents, Betrayal & Greed",Movie,Netflix,Joshua Rofé,Bob Ross,,2021-08-25,2021,TV-14,93.0,Documentaries,Bob Ross brought joy to millions as the world’s most famous art instructor. But a battle for his business empire cast a shadow over his happy trees.,
hbomax_tm79814,Bee Movie,Movie,HBO Max,"Simon J. Smith, Steve Hickner","Jerry Seinfeld, Renée Zellweger, Jim Cummings, Matthew Broderick",US,2007-01-01,2007,PG,91.0,comedy,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.",6.1
prime_s3625,La Cucaracha,Movie,Prime Video,Jack Perez,"Eric Roberts, Joaquim de Almeida, Victor Rivers",,,1999,R,95.0,Comedy,A desperate writer fights for survival when the Mexican mob involves him in murder.,
netflix_s2115,Little Singham: Kaal Ka Badla,Movie,Netflix,Prakash Satam,"Anamaya Verma, Arushi Talwar, Ganesh Divekar, Jigna Bhardwaj, Krishna Dasadiya, Neshma Chemburkar, Manoj Pandey, Parminder Ghumman, Pranav Vaidya, Saumya Daan, Sonal Kaushal, Sumriddhi Shukla",,2020-08-19,2020,TV-Y7,70.0,Children & Family Movies,"Little Singham’s biggest enemy, the demon Kaal, is back and badder than ever — but this time, will he succeed in destroying the world’s best kid cop?",
disney_tm12118,Logan,Movie,Disney+,James Mangold,"Hugh Jackman, Dafne Keen, Patrick Stewart, Elizabeth Rodriguez",US,2017-01-01,2017,R,137.0,drama,"In the near future, a weary Logan cares for an ailing Professor X in a hideout on the Mexican border. But Logan's attempts to hide from the world and his legacy are upended when a young mutant arrives, pursued by dark forces.",8.1
disney_tm22497,Dinosaur,Movie,Disney+,"Ralph Zondag, Eric Leighton","D.B. Sweeney, Alfre Woodard, Ossie Davis, Max Casella",US,2000-01-01,2000,PG,82.0,family,An orphaned dinosaur raised by lemurs joins an arduous trek to a sancturary after a meteorite shower destroys his family home.,6.4
prime_s5966,Cinephile: A Rising Voices Film,Movie,Prime Video,Dre Ryan,"Dina Shihabi, Stephanie Allynne",,,2021,18+,16.0,Drama,"Determined to portray an authentic depiction of female pleasure for her role in a film, a movie star accepts her therapist's offer for an unconventional treatment and discovers the enigma of desire...",
netflix_s1003,Tell Me When,Movie,Netflix,Gerardo Gatica,"Jesús Zavala, Ximena Romo, Verónica Castro, José Carlos Ruiz, Gabriel Nuncio, Rosa María Bianchi, Héctor Bonilla, Andrés Almeida",Mexico,2021-04-21,2021,TV-MA,97.0,Comedies,Workaholic Will puts his humdrum life in LA on hold to fulfill his grandpa's last wish: visiting Mexico City's most iconic sights and falling in love.,
prime_s7476,UFO Secret Reports,TV Show,Prime Video,,Geovanni Molina,,,2020,7+,1.0,Science Fiction,A look into the secret reports of UFO'S and the individuals across the globe that have had encounters and sitings.Can it be true that we are not alone and our there governments that are hiding the truth.,
prime_s7421,Bhakta Prahlada,Movie,Prime Video,Chitrapu Narayana Rao,"S.V.Rangarao, Anjali",,,1967,13+,156.0,Drama,"The movie is about a devotee Prahalada in Hindu mythology. After his hard efforts, Ranga Rao (Hiranyakashipu) gets blessed by God Brahma. His son (Prahalada) is a staunch devotee of Lord Vishnu and praises him throughout the day. The rest of the movie is about the father's rigorous efforts to prevent his son's devotion.",
hbomax_tm111045,xXx,Movie,HBO Max,Rob Cohen,"Vin Diesel, Asia Argento, Samuel L. Jackson, Leila Arcieri",US,2002-01-01,2002,PG-13,124.0,thriller,"Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",5.8
netflix_s4487,How to Get Over a Breakup,Movie,Netflix,"Joanna Lombardi, Bruno Ascenzo","Gisela Ponce de León, Karina Jordán, Jely Reátegui, Andrés Salas, Christopher Von Uckermann, Carlos Carlín",Peru,2018-10-20,2018,TV-MA,104.0,Comedies,"A heartbroken ad copywriter living in Lima, Peru, is inspired to write a blog about life as a single woman and is surprised by her website's success.",
netflix_s5495,Kazoops!,TV Show,Netflix,,"Reece Pockney, Scott Langley, Alex Babic, Gemma Harvey, Jessica Hann, Emma Tate",Australia,2017-05-05,2017,TV-Y,3.0,Kids' TV,Music meets imagination in this inventive animated series about thinking outside the box and having fun.,
netflix_s7039,I Am Maris,Movie,Netflix,Laura VanZee Taylor,Maris Degener,United States,2019-04-01,2018,TV-14,54.0,Documentaries,"Through her own words and art, a young woman details the healing power of yoga in her struggle with anorexia and her journey to self-acceptance.",
prime_s1047,Shaadi Mubarak,Movie,Prime Video,Padmasri,"Sagar RK Naidu, Drishya Raghunath",India,,2021,ALL,133.0,Comedy,"Madhav, an introverted software employee who gets compelled to meet 3 brides of alliances arranged by a marriage bureau run by Jayamma. Bhanumati, daughter of Jayamma, a happy, go-lucky girl had to accompany Madhav in meeting his set alliances. In the journey, they find love in each other, yet, they don't express it. The story takes new turns with each alliance they meet.",
prime_s7501,At Middleton,Movie,Prime Video,Adam Rodgers,"Andy Garcia, Peter Riegert, Spencer Lofranco, Taissa Farmiga, Tom Skerritt, Vera Farmiga",,,2014,R,100.0,Comedy,"Oscar-nominees Andy Garcia and Vera Farmiga shine as George and Edith, two parents who fall in love over the course of a single day while playing hooky from their Children college tour.",
netflix_s5548,Killa,Movie,Netflix,Avinash Arun,"Amruta Subhash, Archit Deodhar, Parth Bhalerao, Gaurish Gawade, Atharva Upasni, Swandand Raikar, Shrikant Yadav, Umesh Jagtap, Shivalati Bokil, Jui Kahate",India,2017-04-01,2014,TV-14,107.0,Dramas,Growing up poses challenges for Chinu when he moves from city to country and encounters a youth culture far different from what he's used to.,
prime_s2610,Dragonslayer,Movie,Prime Video,Matthew Robbins,"Peter MacNicol, Caitlin Clarke, Ralph Richardson",,,1981,PG,109.0,Action,A young wizarding apprentice is sent to kill a dragon which has been devouring girls from a nearby kingdom.,
prime_s2128,Ilana Glazer: The Planet Is Burning,TV Show,Prime Video,,Ilana Glazer,,,2020,16+,1.0,Comedy,"Ilana Glazer‘s debut standup special is trés lol, and turns out - she one funny b. Check out Ilana’s thoughts on partnership, being a successful stoner adult, Nazis, Diva Cups, and more. Hold on to your nuts cuz this hour proves how useless the patriarchy is. For Christ’s sake, The Planet Is Burning, and it’s time a short, queer, hairy New York Jew screams it in your face!",
prime_s6954,Last Shift,Movie,Prime Video,Anthony DiBlasi,"Juliana Harkavy, Joshua Mikel, J. LaRose",,,2015,R,88.0,Horror,"Rookie police officer Jessica Loren [Juliana Harkavy - ""The Walking Dead""] is assigned the last shift at a closing police station. Jessica comes to learn that it's home to the ultimate embodiment of evil and his devoted followers.",
netflix_s6750,Figures of Speech,Movie,Netflix,Ari Levinson,Chris Pine,United States,2016-12-21,2016,TV-PG,92.0,Documentaries,"In this documentary, passionate high schoolers travel the country and come of age during a turbulent yearlong prep for a national speech competition.",
hbomax_tm200311,Mojave,Movie,HBO Max,William Monahan,"Garrett Hedlund, Oscar Isaac, Louise Bourgoin, Walton Goggins",US,2015-01-01,2015,R,93.0,thriller,"A suicidal artist goes into the desert, where he finds his doppelgänger, a homicidal drifter.",5.2
prime_s2686,Decoding COVID-19,Movie,Prime Video,"Sarah Holt, Ma Liyan, Caitlin Saks, Zachary Fink",Craig Sechler,,,2020,,53.0,Documentary,How do you stop a contagious killer microbe? Scientists around the globe are racing to uncover the secrets of the coronavirus behind the COVID-19 pandemic – and using revolutionary techniques to develop lifesaving treatments and vaccines.,
netflix_s5992,14 Cameras,Movie,Netflix,"Scott Hussion, Seth Fuller","Neville Archambault, Amber Midthunder, Brytnee Ratledge, Hank Rogerson, Chelsea Edmundson, John-Paul Howard, Lora Martinez-Cunningham, Brianne Moncrief",United States,2018-10-27,2018,TV-MA,89.0,Horror Movies,"Upping the “13 Cameras” ante, this sequel finds a family renting a vacation house that’s been customized to violate their privacy.",
netflix_s7986,Set Up,Movie,Netflix,Mike Gunther,"50 Cent, Ryan Phillippe, Bruce Willis, Rory Markham, Jenna Dewan, Brett Granstaff, Randy Couture, Susie Abromeit, Ron Turner, James Remar",United States,2020-01-10,2011,R,85.0,Action & Adventure,"A diamond heist goes horribly wrong, and the group of friends who sought to make a fortune must instead fight for their very survival.",
netflix_s2400,ONE PIECE,TV Show,Netflix,,"Mayumi Tanaka, Akemi Okamura, Kazuya Nakai, Kappei Yamaguchi, Hiroaki Hirata, Ikue Otani, Yuriko Yamaguchi, Kazuki Yao, Cho",Japan,2020-06-12,2002,TV-14,4.0,Anime Series,Monkey D. Luffy sails with his crew of Straw Hat Pirates through the Grand Line to find the treasure One Piece and become the new king of the pirates.,
netflix_s1023,Taare Zameen Par,Movie,Netflix,Aamir Khan,"Aamir Khan, Darsheel Safary, Tanay Chheda, Tisca Chopra, Vipin Sharma, Girija Oak, M.K. Raina",India,2021-04-17,2007,PG,162.0,Dramas,"When daydreamer Ishaan is sent to boarding school, an unconventional art teacher tries to help the imaginative student discover his true identity.",
netflix_s4861,Aiyaary,Movie,Netflix,Neeraj Pandey,"Sidharth Malhotra, Manoj Bajpayee, Rakul Preet Singh, Pooja Chopra, Adil Hussain, Kumud Mishra, Naseeruddin Shah, Anupam Kher, Vikram Gokhale, Juhi Babbar",India,2018-05-15,2018,TV-MA,158.0,Action & Adventure,"When his protégé goes rogue and poses a grave threat to the government he serves, a veteran officer of the Indian Army tries to stop him at all costs.",
netflix_s8148,Taken,TV Show,Netflix,,"Clive Standen, Jennifer Beals, Gaius Charles, Brooklyn Sudano, Monique Gabriela Curnen, Michael Irby, James Landry Hébert, Jose Pablo Cantillo, James Landry Hebert",France,,2018,TV-14,2.0,Crime TV Shows,"After a personal tragedy upends his life, a highly skilled former Green Beret is drawn into a career as a secret government operative.",
hbomax_tm155112,Dances with Wolves,Movie,HBO Max,Kevin Costner,"Kevin Costner, Mary McDonnell, Graham Greene, Rodney A. Grant",US,1990-01-01,1990,PG-13,181.0,action,"Wounded Civil War soldier, John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe.",8.0
prime_s7986,Thy Neighbor,Movie,Prime Video,George A. Johnson,"Dave Payton, Jessica Koloian, Nathan Clarkson",,,2018,16+,94.0,Drama,"A hotshot young author becomes the pastor of a small town church with big dreams of changing the world, but things change when he grows suspicious that his neighbor may be a threat to his family's safety.",
prime_s1278,Posse,Movie,Prime Video,Kirk Douglas,"Kirk Douglas, Bruce Dern, Bo Hopkins",,,1975,PG,93.0,Action,"A tough marshal with political ambitions leads an elite posse to capture a notorious criminal. He succeeds, but instead of cheering him, the public turns against him.",
prime_s7279,Not That Funny,Movie,Prime Video,Lauralee Farrer,"Tony Hale, Brigid Brannagh, K Callan, Timothy V. Murphy, John Kapelos, Nick Thune, Erin Way",,,2014,PG-13,99.0,Comedy,"A love story about a woman who ""just wants someone who makes her laugh"" and a man who is not that funny. As he tries to learn how to be the man she says she wants, they each find an unexpected chance at happiness.",
netflix_s1619,Octonauts,TV Show,Netflix,,"Keith Wickham, Jo Wyatt, Ross Breen, Simon Greenall, Paul Panting, Rob Rackstraw, Teresa Gallagher, Shelley Longworth",United States,2020-12-01,2015,TV-Y,4.0,British TV Shows,A team of brave underwater explorers known as the Octonauts combs the world's oceans for aquatic creatures in desperate need of assistance.,
netflix_s6865,Gol Maal,Movie,Netflix,Hrishikesh Mukherjee,"Amol Palekar, Bindiya Goswami, Deven Verma, Utpal Dutt, Shubha Khote, Manju Singh, Dina Pathak, Pushpa, David Abraham, Asrani",India,2019-12-31,1979,TV-PG,137.0,Classic Movies,"When circumstances at work compel Ram to pretend to have a twin, his lie works – until the boss wants his daughter to marry Ram’s fictitious brother.",
netflix_s8178,The 4th Company,Movie,Netflix,"Mitzi Vanessa Arreola, Amir Galvan Cervera","Adrian Ladron, Andoni Gracia, Hernán Mendoza, Gabino Rodríguez, Darío T. Pie, Manuel Ojeda",Mexico,2018-04-06,2016,TV-MA,117.0,Action & Adventure,"In a violent prison in 1970s Mexico, a young inmate lands a spot on a football team that doubles as an enforcer squad for a corrupt administration.",
disney_tm154034,Old Dogs,Movie,Disney+,Walt Becker,"John Travolta, Robin Williams, Kelly Preston, Conner Rayburn",US,2009-01-01,2009,PG,88.0,comedy,"Charlie and Dan have been best friends and business partners for thirty years; their Manhattan public relations firm is on the verge of a huge business deal with a Japanese company. With two weeks to sew up the contract, Dan gets a surprise: a woman he married on a drunken impulse nearly nine years before (annulled the next day) shows up to tell him he's the father of her twins, now seven, and she'll be in jail for 14 days for a political protest. Dan volunteers to keep the tykes, although he's up tight and clueless. With Charlie's help is there any way they can be dad and uncle, meet the kids' expectations, and still land the account?",6.4
prime_s2964,Brick Lane,Movie,Prime Video,Sarah Gavron,"Tannishtha Chatterjee, Satish Kaushik, Christopher Simpson, Harvey Virdi",,,2008,PG-13,102.0,Arthouse,"A young Bangladeshi woman, Nazneen, arrives in 1980s London, leaving behind her beloved sister and home, for an arranged marriage and a new life. Trapped within the four walls of her flat in East London, and in a loveless marriage with the middle aged Chanu, Nazneen struggles to accept her new life. Then one day, the hotheaded young Karim comes knocking at her door.",
netflix_s6477,Christian Mingle,Movie,Netflix,Corbin Bernsen,"Lacey Chabert, Jonathan Patrick Moore, Saidah Arrika Ekulona, Stephen Tobolowsky, John O'Hurley, David Keith, Morgan Fairchild, Corbin Bernsen",United States,2019-06-06,2014,PG,99.0,Comedies,A career woman who has everything but romance finds her values challenged when she starts dating a good man she met on a Christian matchmaking site.,
hbomax_tm427020,Wild Rose,Movie,HBO Max,Tom Harper,"Jessie Buckley, Julie Walters, Sophie Okonedo, Jamie Sives",US,2019-01-01,2019,R,101.0,music,"A young Scottish singer, Rose-Lynn Harlan, dreams of making it as a country artist in Nashville after being released from prison.",7.1
prime_s5035,Rudraksharam,Movie,Prime Video,Nageshwara rao Anchula,"Narendra Veeralla, Suman Shetty, Chaitanya, Yamini, Sravani, Chittibabu Jabardasth, Naidu Gopi",,,2021,13+,59.0,Drama,"A Village called Rudravaram, which is on crisis. To develop that village the head of the village called sarpanch and Main priest of Rudraeshwara Temple were try in many ways, But Politicains and Offices don't make this happen. One fine day the priest were explain treasure that belongs to temple to the Sarpanch. This all secretly were heard by the priest son. From there story begins",
netflix_s2522,"I love you, stupid",Movie,Netflix,Laura Mañá,"Quim Gutiérrez, Natalia Tena, Alfonso Bassave, Alba Ribas, Patricia Vico, Ernesto Alterio",Spain,2020-05-15,2019,TV-MA,88.0,Comedies,"After Marcos is dumped by his girlfriend, he attempts to reinvent himself as a modern man with the help of a childhood friend and an online guru.",
prime_s2214,High Voltage,Movie,Prime Video,Howard Higgin,"Carole Lombard, William Boyd, Owen Moore, Phillips Smalley, Billy Bevan, Diane Ellis",,,1929,13+,70.0,Action,"While crossing the sierras, a bus with a small group of passengers gets stuck in a snowstorm, and take refuge in a church. But, the church is already occupied by criminal Bill (Boyd), who has a small stash of food that he is reluctant to share with the group. Tensions run high between girl criminal Billie Davis (Lombard), who is being transported to jail by Detective Dan Egan (Moore), Henderson the banker, Gus the driver, and a girl who is on her way to get married. It turns out Bill is an escaped criminal, and Billie immediately falls for him. They two briefly plan to flee after the storm lets up, but both decide to serve their sentences so that they have a chance for a crime-free future together. One of Carole Lombard's first talking films.",
disney_ts3540,The Avengers: United They Stand,TV Show,Disney+,,"Linda Ballantyne, Tony Daniels, Ron Rubin, Martin Roach",US,1999-01-01,1999,TV-Y7,1.0,animation,"When the planet is threatened by Super Villains, time traveling conquerors, alien invaders, mythical monsters or mad robots bent on the total destruction of humanity, when the forces of evil are so overwhelming that no single hero has the power to save the world, when there is no hope left…the AVENGERS ASSEMBLE!",5.3
disney_ts222579,Pixar in Real Life,TV Show,Disney+,,,US,2019-01-01,2019,TV-G,1.0,reality,"This live action series brings iconic characters and moments from Pixar films into the real world. Filmed on location in and around New York City, the series surprises and delights real people in real locations when they least expect it.",6.5
netflix_s6932,Harriet the Spy: Blog Wars,Movie,Netflix,Ron Oliver,"Jennifer Stone, Kristin Booth, Wesley Morgan, Doug Murray, Shauna MacDonald, Jason Blicker, Jayne Eastwood, Melinda Shankar, Alexander Conti, Vanessa Morgan",United States,2018-04-15,2010,TV-G,87.0,Children & Family Movies,Intrepid writer Harriet Welsch is determined to become the class blogger despite stiff competition from her snooty archrival.,
